Population size: 1000	Vaccination Percentage: 0.1	Virus Sniffles	Mortality Rate: 0.12	Basic Reproduction Number: 0.5
Step <person.Person object at 0x1046e7c10>: Interactions: <person.Person object at 0x1046ff710>, New Infections: No Infection
Step <person.Person object at 0x1046e7d50>: Interactions: <person.Person object at 0x1046fb9d0>, New Infections: New Infection
Step <person.Person object at 0x1046e7d50>: Interactions: <person.Person object at 0x1046fa390>, New Infections: No Infection
Step <person.Person object at 0x1046e7d50>: Interactions: <person.Person object at 0x1046fa650>, New Infections: New Infection
Step <person.Person object at 0x1046e7d50>: Interactions: <person.Person object at 0x104704b10>, New Infections: No Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x104705550>, New Infections: No Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046fc250>, New Infections: New Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046f4990>, New Infections: New Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046ff310>, New Infections: New Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046f87d0>, New Infections: New Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046ff650>, New Infections: New Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046f7110>, New Infections: New Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046f8e50>, New Infections: New Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046f4dd0>, New Infections: New Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046f5c50>, New Infections: No Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046fba10>, New Infections: New Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046f4810>, New Infections: No Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046fb550>, New Infections: New Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046f8310>, New Infections: No Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046f68d0>, New Infections: New Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046fa890>, New Infections: No Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1047043d0>, New Infections: No Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x104704a10>, New Infections: New Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046fc390>, New Infections: No Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046f9e50>, New Infections: New Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046fced0>, New Infections: New Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046fffd0>, New Infections: No Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046f59d0>, New Infections: New Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046f9f90>, New Infections: New Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046fe410>, New Infections: New Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046f6290>, New Infections: New Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046f9390>, New Infections: New Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x104705b10>, New Infections: New Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046fd510>, New Infections: No Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046f5ed0>, New Infections: No Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046fd850>, New Infections: New Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046f51d0>, New Infections: No Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046f8c50>, New Infections: New Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046fc350>, New Infections: No Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046ff910>, New Infections: No Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1047054d0>, New Infections: No Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046f47d0>, New Infections: New Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046f8e50>, New Infections: New Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046fa7d0>, New Infections: No Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046f6fd0>, New Infections: New Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046fd3d0>, New Infections: New Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046fca50>, New Infections: New Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046ff850>, New Infections: New Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046f7d90>, New Infections: No Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046f66d0>, New Infections: New Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046f8cd0>, New Infections: No Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046ff710>, New Infections: No Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046fd390>, New Infections: No Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046f6390>, New Infections: No Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1047049d0>, New Infections: No Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046f8e90>, New Infections: No Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046fa410>, New Infections: No Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046fd5d0>, New Infections: New Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046f5210>, New Infections: New Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046f8c50>, New Infections: No Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046f9490>, New Infections: No Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x104705250>, New Infections: No Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046e7f90>, New Infections: New Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046fafd0>, New Infections: No Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046fbb90>, New Infections: No Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046f6090>, New Infections: No Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046fa0d0>, New Infections: No Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046fb310>, New Infections: New Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046f66d0>, New Infections: New Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046fc790>, New Infections: No Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046f5990>, New Infections: No Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046fd6d0>, New Infections: No Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046fd290>, New Infections: No Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046f7fd0>, New Infections: No Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1047049d0>, New Infections: No Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046f4c10>, New Infections: No Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046f63d0>, New Infections: New Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046f8790>, New Infections: New Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046f9050>, New Infections: New Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046fbcd0>, New Infections: New Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046fcbd0>, New Infections: No Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046f6850>, New Infections: New Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046f6c90>, New Infections: New Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046ff290>, New Infections: No Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046f5dd0>, New Infections: New Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046fe950>, New Infections: New Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046f9f50>, New Infections: No Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046f4410>, New Infections: No Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046fbc50>, New Infections: New Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046f9950>, New Infections: New Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046fc1d0>, New Infections: No Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046f9150>, New Infections: New Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x104705850>, New Infections: New Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x104705110>, New Infections: New Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046f8490>, New Infections: New Infection
Step <person.Person object at 0x1046e7dd0>: Interactions: <person.Person object at 0x1046f5f90>, New Infections: New Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046fe4d0>, New Infections: New Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046fc710>, New Infections: New Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046f77d0>, New Infections: New Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046e7f90>, New Infections: No Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046f8210>, New Infections: No Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x104704690>, New Infections: New Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046f6e50>, New Infections: New Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046fac90>, New Infections: New Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046f7010>, New Infections: No Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046fbe10>, New Infections: New Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046f5690>, New Infections: New Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046fdad0>, New Infections: No Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x104704750>, New Infections: No Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046fe850>, New Infections: No Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046f8850>, New Infections: No Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046f5690>, New Infections: New Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046f4f50>, New Infections: No Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x104705710>, New Infections: No Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046faad0>, New Infections: No Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046ff690>, New Infections: No Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046e7f10>, New Infections: New Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046fcf10>, New Infections: New Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046fcf50>, New Infections: No Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046f4990>, New Infections: No Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1047042d0>, New Infections: New Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046fac90>, New Infections: No Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046f4750>, New Infections: No Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x104705290>, New Infections: New Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046fa390>, New Infections: No Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046fe750>, New Infections: New Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x104704510>, New Infections: No Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x104704350>, New Infections: No Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046fed10>, New Infections: New Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046fd990>, New Infections: New Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046f8490>, New Infections: No Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046f6dd0>, New Infections: No Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046fe2d0>, New Infections: New Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x104704550>, New Infections: No Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x104704110>, New Infections: New Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046fb350>, New Infections: New Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046f76d0>, New Infections: No Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046ffa50>, New Infections: No Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046fed50>, New Infections: New Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046f9e50>, New Infections: No Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046fa090>, New Infections: No Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046f4f10>, New Infections: New Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046f77d0>, New Infections: New Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046f7690>, New Infections: New Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046f8a50>, New Infections: New Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046f8310>, New Infections: New Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046f7750>, New Infections: No Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046f4750>, New Infections: New Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046f4390>, New Infections: No Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046f8110>, New Infections: New Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046f7450>, New Infections: New Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046f6810>, New Infections: No Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046fda90>, New Infections: No Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046f9890>, New Infections: No Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046f6850>, New Infections: No Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046ff390>, New Infections: No Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046f6ad0>, New Infections: New Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046ff7d0>, New Infections: No Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046f44d0>, New Infections: New Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046f5e50>, New Infections: New Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046f7c10>, New Infections: No Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046f98d0>, New Infections: No Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046fcb50>, New Infections: New Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046f6010>, New Infections: New Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046fcf50>, New Infections: No Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046f4590>, New Infections: New Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x104705450>, New Infections: No Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046fad10>, New Infections: No Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046fab10>, New Infections: New Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046f88d0>, New Infections: New Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046f4790>, New Infections: New Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046f9c90>, New Infections: New Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x104705690>, New Infections: New Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x104704ad0>, New Infections: No Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046fa410>, New Infections: New Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046fb4d0>, New Infections: New Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046f4c10>, New Infections: No Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046f7b50>, New Infections: New Infection
Step <person.Person object at 0x1046e7d10>: Interactions: <person.Person object at 0x1046fe650>, New Infections: No Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046ff710>, New Infections: No Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1047048d0>, New Infections: New Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046ff150>, New Infections: No Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046ffbd0>, New Infections: New Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046f8fd0>, New Infections: New Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x104704f50>, New Infections: New Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046fc590>, New Infections: New Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046f42d0>, New Infections: New Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x104704290>, New Infections: No Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046f4850>, New Infections: New Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x104704b10>, New Infections: No Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046f5a50>, New Infections: New Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1047057d0>, New Infections: No Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046f4510>, New Infections: New Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046f45d0>, New Infections: New Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x104704210>, New Infections: New Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046f7790>, New Infections: New Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046ffb50>, New Infections: New Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046f5a50>, New Infections: No Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046fbe90>, New Infections: New Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046f6190>, New Infections: No Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046f98d0>, New Infections: New Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046f8dd0>, New Infections: No Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046fd9d0>, New Infections: New Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046f42d0>, New Infections: No Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046fe410>, New Infections: New Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046fe2d0>, New Infections: No Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046fc790>, New Infections: New Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046fe750>, New Infections: New Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046faf10>, New Infections: New Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046fe390>, New Infections: New Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046fe290>, New Infections: New Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046fda10>, New Infections: No Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046f81d0>, New Infections: New Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046ffe10>, New Infections: No Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046fed10>, New Infections: New Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046f5190>, New Infections: No Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x104705790>, New Infections: New Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046f51d0>, New Infections: No Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046fe8d0>, New Infections: No Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046fb410>, New Infections: New Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046f6110>, New Infections: No Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046feb90>, New Infections: No Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046fb5d0>, New Infections: New Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046faa50>, New Infections: New Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046fcd90>, New Infections: New Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046f9ed0>, New Infections: New Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046fee50>, New Infections: New Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x104705850>, New Infections: New Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1047052d0>, New Infections: No Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046f7e90>, New Infections: No Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046f83d0>, New Infections: No Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046fd110>, New Infections: No Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046fb090>, New Infections: New Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046ff210>, New Infections: No Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046fad90>, New Infections: New Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046f5f50>, New Infections: New Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046f8650>, New Infections: New Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046f6d10>, New Infections: No Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046f8850>, New Infections: New Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046fe6d0>, New Infections: No Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x104705910>, New Infections: New Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046fa750>, New Infections: New Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046fdad0>, New Infections: New Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x104705a50>, New Infections: No Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046fa790>, New Infections: No Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046fa650>, New Infections: No Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046f5e90>, New Infections: New Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046fbd10>, New Infections: No Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046ffd10>, New Infections: New Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046f5890>, New Infections: New Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046fb510>, New Infections: No Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046f4dd0>, New Infections: New Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046fab10>, New Infections: New Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046f4b10>, New Infections: No Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046fd750>, New Infections: New Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046f9f10>, New Infections: No Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046f4390>, New Infections: New Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046fa490>, New Infections: No Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046fdb50>, New Infections: No Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046feb50>, New Infections: No Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046f4c10>, New Infections: New Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046fa5d0>, New Infections: New Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046f5d50>, New Infections: New Infection
Step <person.Person object at 0x1046e7c90>: Interactions: <person.Person object at 0x1046f7450>, New Infections: No Infection
